year,month,region,"co2, tons","trees, pcs"
2018,1,Херсонська,732.841,27847
2018,2,Херсонська,582.825,22147
2018,3,Херсонська,576.199,21895
2018,4,Херсонська,443.231,16842
2018,5,Херсонська,381.725,14505
2018,6,Херсонська,373.896,14208
2018,7,Херсонська,357.733,13593
2018,8,Херсонська,387.597,14728
2018,9,Херсонська,372.203,14143
2018,10,Херсонська,444.536,16892
2018,11,Херсонська,513.568,19515
2018,12,Херсонська,549.070,20864
2019,1,Херсонська,704.058,26754
2019,2,Херсонська,559.934,21277
2019,3,Херсонська,553.569,21035
2019,4,Херсонська,425.823,16181
2019,5,Херсонська,366.733,13935
2019,6,Херсонська,359.211,13650
2019,7,Херсонська,343.683,13059
2019,8,Херсонська,372.374,14150
2019,9,Херсонська,357.585,13588
2019,10,Херсонська,427.076,16228
2019,11,Херсонська,493.397,18749
2019,12,Херсонська,527.505,20045
2015,1,Хмельницька,870.213,33068
2015,2,Хмельницька,692.076,26298
2015,3,Хмельницька,684.209,25999
2015,4,Хмельницька,526.315,19999
2015,5,Хмельницька,453.280,17224
2015,6,Хмельницька,443.983,16871
2015,7,Хмельницька,424.791,16142
2015,8,Хмельницька,460.252,17489
2015,9,Хмельницька,441.973,16794
2015,10,Хмельницька,527.864,20058
2015,11,Хмельницька,609.836,23173
2015,12,Хмельницька,651.993,24775
2016,1,Хмельницька,908.030,34505
2016,2,Хмельницька,722.151,27441
2016,3,Хмельницька,713.942,27129
2016,4,Хмельницька,549.187,20869
2016,5,Хмельницька,472.978,17973
2016,6,Хмельницька,463.278,17604
2016,7,Хмельницька,443.251,16843
2016,8,Хмельницька,480.254,18249
2016,9,Хмельницька,461.180,17524
2016,10,Хмельницька,550.804,20930
2016,11,Хмельницька,636.338,24180
2016,12,Хмельницька,680.327,25852
2017,1,Хмельницька,863.420,32809
2017,2,Хмельницька,686.673,26093
2017,3,Хмельницька,678.868,25796
2017,4,Хмельницька,522.207,19843
2017,5,Хмельницька,449.742,17090
2017,6,Хмельницька,440.518,16739
2017,7,Хмельницька,421.475,16016
2017,8,Хмельницька,456.660,17353
2017,9,Хмельницька,438.523,16663
2017,10,Хмельницька,523.744,19902
2017,11,Хмельницька,605.076,22992
2017,12,Хмельницька,646.904,24582
2018,1,Хмельницька,893.965,33970
2018,2,Хмельницька,710.965,27016
2018,3,Хмельницька,702.883,26709
2018,4,Хмельницька,540.680,20545
2018,5,Хмельницька,465.652,17694
2018,6,Хмельницька,456.102,17331
2018,7,Хмельницька,436.385,16582
2018,8,Хмельницька,472.815,17966
2018,9,Хмельницька,454.036,17253
2018,10,Хмельницька,542.272,20606
2018,11,Хмельницька,626.481,23806
2018,12,Хмельницька,669.789,25451
2019,1,Хмельницька,859.178,32648
2019,2,Хмельницька,683.299,25965
2019,3,Хмельницька,675.532,25670
2019,4,Хмельницька,519.641,19746
2019,5,Хмельницька,447.532,17006
2019,6,Хмельницька,438.353,16657
2019,7,Хмельницька,419.404,15937
2019,8,Хмельницька,454.416,17267
2019,9,Хмельницька,436.368,16581
2019,10,Хмельницька,521.171,19804
2019,11,Хмельницька,602.103,22879
2019,12,Хмельницька,643.726,24461
2015,1,Черкаська,837.078,31808
2015,2,Черкаська,665.724,25297
2015,3,Черкаська,658.156,25009
2015,4,Черкаська,506.275,19238
2015,5,Черкаська,436.021,16568
2015,6,Черкаська,427.078,16228
2015,7,Черкаська,408.616,15527
2015,8,Черкаська,442.728,16823
2015,9,Черкаська,425.144,16155
2015,10,Черкаська,507.765,19295
2015,11,Черкаська,586.616,22291
2015,12,Черкаська,627.168,23832
2016,1,Черкаська,871.355,33111
2016,2,Черкаська,692.983,26333
2016,3,Черкаська,685.106,26034
2016,4,Черкаська,527.005,20026
2016,5,Черкаська,453.875,17247
2016,6,Черкаська,444.566,16893
2016,7,Черкаська,425.348,16163
2016,8,Черкаська,460.856,17512
2016,9,Черкаська,442.553,16816
2016,10,Черкаська,528.557,20085
2016,11,Черкаська,610.636,23204
2016,12,Черкаська,652.849,24808
2017,1,Черкаська,826.520,31407
2017,2,Черкаська,657.327,24978
2017,3,Черкаська,649.855,24694
2017,4,Черкаська,499.889,18995
2017,5,Черкаська,430.521,16359
2017,6,Черкаська,421.691,16024
2017,7,Черкаська,403.462,15331
2017,8,Черкаська,437.143,16611
2017,9,Черкаська,419.782,15951
2017,10,Черкаська,501.361,19051
2017,11,Черкаська,579.217,22010
2017,12,Черкаська,619.257,23531
2018,1,Черкаська,853.630,32437
2018,2,Черкаська,678.887,25797
2018,3,Черкаська,671.170,25504
2018,4,Черкаська,516.285,19618
2018,5,Черкаська,444.642,16896
2018,6,Черкаська,435.523,16549
2018,7,Черкаська,416.696,15834
2018,8,Черкаська,451.482,17156
2018,9,Черкаська,433.551,16474
2018,10,Черкаська,517.805,19676
2018,11,Черкаська,598.215,22732
2018,12,Черкаська,639.569,24303
2019,1,Черкаська,818.336,31096
2019,2,Черкаська,650.818,24731
2019,3,Черкаська,643.420,24449
2019,4,Черкаська,494.939,18807
2019,5,Черкаська,426.258,16197
2019,6,Черкаська,417.516,15865
2019,7,Черкаська,399.467,15179
2019,8,Черкаська,432.815,16446
2019,9,Черкаська,415.625,15793
2019,10,Черкаська,496.396,18863
2019,11,Черкаська,573.482,21792
2019,12,Черкаська,613.126,23298
2015,1,Чернівецька,608.623,23127
2015,2,Чернівецька,484.034,18393
2015,3,Чернівецька,478.532,18184
2015,4,Чернівецька,368.102,13987
2015,5,Чернівецька,317.022,12046
2015,6,Чернівецька,310.520,11799
2015,7,Чернівецька,297.097,11289
2015,8,Чернівецька,321.898,12232
2015,9,Чернівецька,309.114,11746
2015,10,Чернівецька,369.186,14029
2015,11,Чернівецька,426.517,16207
2015,12,Чернівецька,456.001,17328
2016,1,Чернівецька,638.470,24261
2016,2,Чернівецька,507.771,19295
2016,3,Чернівецька,501.999,19075
2016,4,Чернівецька,386.154,14673
2016,5,Чернівецька,332.569,12637
2016,6,Чернівецька,325.748,12378
2016,7,Чернівецька,311.666,11843
2016,8,Чернівецька,337.684,12831
2016,9,Чернівецька,324.273,12322
2016,10,Чернівецька,387.291,14717
2016,11,Чернівецька,447.433,17002
2016,12,Чернівецька,478.363,18177
2017,1,Чернівецька,610.381,23194
2017,2,Чернівецька,485.432,18446
2017,3,Чернівецька,479.914,18236
2017,4,Чернівецька,369.165,14028
2017,5,Чернівецька,317.937,12081
2017,6,Чернівецька,311.417,11833
2017,7,Чернівецька,297.955,11322
2017,8,Чернівецька,322.828,12267
2017,9,Чернівецька,310.007,11780
2017,10,Чернівецька,370.252,14069
2017,11,Чернівецька,427.748,16254
2017,12,Чернівецька,457.318,17378
2018,1,Чернівецька,635.417,24145
2018,2,Чернівецька,505.343,19203
2018,3,Чернівецька,499.599,18984
2018,4,Чернівецька,384.308,14603
2018,5,Чернівецька,330.978,12577
2018,6,Чернівецька,324.190,12319
2018,7,Чернівецька,310.176,11786
2018,8,Чернівецька,336.070,12770
2018,9,Чернівецька,322.722,12263
2018,10,Чернівецька,385.439,14646
2018,11,Чернівецька,445.294,16921
2018,12,Чернівецька,476.076,18090
2019,1,Чернівецька,614.049,23333
2019,2,Чернівецька,488.350,18557
2019,3,Чернівецька,482.798,18346
2019,4,Чернівецька,371.384,14112
2019,5,Чернівецька,319.848,12154
2019,6,Чернівецька,313.288,11904
2019,7,Чернівецька,299.745,11390
2019,8,Чернівецька,324.768,12341
2019,9,Чернівецька,311.870,11851
2019,10,Чернівецька,372.477,14154
2019,11,Чернівецька,430.319,16352
2019,12,Чернівецька,460.067,17482
2015,1,Чернігівська,705.820,26821
2015,2,Чернігівська,561.335,21330
2015,3,Чернігівська,554.954,21088
2015,4,Чернігівська,426.888,16221
2015,5,Чернігівська,367.650,13970
2015,6,Чернігівська,360.110,13684
2015,7,Чернігівська,344.543,13092
2015,8,Чернігівська,373.306,14185
2015,9,Чернігівська,358.479,13622
2015,10,Чернігівська,428.145,16269
2015,11,Чернігівська,494.632,18796
2015,12,Чернігівська,528.825,20095
2016,1,Чернігівська,732.751,27844
2016,2,Чернігівська,582.753,22144
2016,3,Чернігівська,576.128,21892
2016,4,Чернігівська,443.176,16840
2016,5,Чернігівська,381.678,14503
2016,6,Чернігівська,373.850,14206
2016,7,Чернігівська,357.689,13592
2016,8,Чернігівська,387.549,14726
2016,9,Чернігівська,372.157,14141
2016,10,Чернігівська,444.481,16890
2016,11,Чернігівська,513.504,19513
2016,12,Чернігівська,549.002,20862
2017,1,Чернігівська,693.142,26339
2017,2,Чернігівська,551.252,20947
2017,3,Чернігівська,544.986,20709
2017,4,Чернігівська,419.221,15930
2017,5,Чернігівська,361.047,13719
2017,6,Чернігівська,353.642,13438
2017,7,Чернігівська,338.355,12857
2017,8,Чернігівська,366.600,13930
2017,9,Чернігівська,352.040,13377
2017,10,Чернігівська,420.455,15977
2017,11,Чернігівська,485.747,18458
2017,12,Чернігівська,519.326,19734
2018,1,Чернігівська,713.871,27127
2018,2,Чернігівська,567.737,21574
2018,3,Чернігівська,561.284,21328
2018,4,Чернігівська,431.757,16406
2018,5,Чернігівська,371.844,14130
2018,6,Чернігівська,364.217,13840
2018,7,Чернігівська,348.473,13241
2018,8,Чернігівська,377.563,14347
2018,9,Чернігівська,362.568,13777
2018,10,Чернігівська,433.028,16455
2018,11,Чернігівська,500.273,19010
2018,12,Чернігівська,534.856,20324
2019,1,Чернігівська,682.393,25930
2019,2,Чернігівська,542.703,20622
2019,3,Чернігівська,536.534,20388
2019,4,Чернігівська,412.719,15683
2019,5,Чернігівська,355.447,13507
2019,6,Чернігівська,348.157,13229
2019,7,Чернігівська,333.107,12658
2019,8,Чернігівська,360.915,13714
2019,9,Чернігівська,346.581,13170
2019,10,Чернігівська,413.934,15729
2019,11,Чернігівська,478.214,18172
2019,12,Чернігівська,511.272,19428
2015,1,м.Київ,1697.315,64497
2015,2,м.Київ,1349.865,51294
2015,3,м.Київ,1334.521,50711
2015,4,м.Київ,1026.556,39009
2015,5,м.Київ,884.104,33595
2015,6,м.Київ,865.972,32906
2015,7,м.Київ,828.537,31484
2015,8,м.Київ,897.703,34112
2015,9,м.Київ,862.050,32757
2015,10,м.Київ,1029.578,39123
2015,11,м.Київ,1189.461,45199
2015,12,м.Київ,1271.687,48324
2016,1,м.Київ,1780.221,67648
2016,2,м.Київ,1415.800,53800
2016,3,м.Київ,1399.706,53188
2016,4,м.Київ,1076.698,40914
2016,5,м.Київ,927.288,35236
2016,6,м.Київ,908.270,34514
2016,7,м.Київ,869.007,33022
2016,8,м.Київ,941.552,35778
2016,9,м.Київ,904.157,34357
2016,10,м.Київ,1079.868,41034
2016,11,м.Київ,1247.560,47407
2016,12,м.Київ,1333.803,50684
2017,1,м.Київ,1701.585,64660
2017,2,м.Київ,1353.261,51423
2017,3,м.Київ,1337.878,50839
2017,4,м.Київ,1029.139,39107
2017,5,м.Київ,886.328,33680
2017,6,м.Київ,868.150,32989
2017,7,м.Київ,830.622,31563
2017,8,м.Київ,899.962,34198
2017,9,м.Київ,864.219,32840
2017,10,м.Київ,1032.168,39222
2017,11,м.Київ,1192.453,45313
2017,12,м.Київ,1274.886,48445
2018,1,м.Київ,1771.049,67299
2018,2,м.Київ,1408.505,53523
2018,3,м.Київ,1392.495,52914
2018,4,м.Київ,1071.151,40703
2018,5,м.Київ,922.511,35055
2018,6,м.Київ,903.591,34336
2018,7,м.Київ,864.530,32852
2018,8,м.Київ,936.701,35594
2018,9,м.Київ,899.499,34180
2018,10,м.Київ,1074.305,40823
2018,11,м.Київ,1241.133,47163
2018,12,м.Київ,1326.931,50423
2019,1,м.Київ,1711.171,65024
2019,2,м.Київ,1360.885,51713
2019,3,м.Київ,1345.415,51125
2019,4,м.Київ,1034.936,39327
2019,5,м.Київ,891.322,33870
2019,6,м.Київ,873.041,33175
2019,7,м.Київ,835.301,31741
2019,8,м.Київ,905.032,34391
2019,9,м.Київ,869.088,33025
2019,10,м.Київ,1037.983,39443
2019,11,м.Київ,1199.171,45568
2019,12,м.Київ,1282.068,48718
